species,genus,family,order,year,month,day,decimalLatitude,decimalLongitude,locality,individualCount,basisOfRecord,datasetName,institutionCode
Mareca penelope,Mareca,Anatidae,Anseriformes,2025,11,16,22.521415,113.979158,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lonchura punctulata,Lonchura,Estrildidae,Passeriformes,2025,11,9,22.509409,114.113382,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Prinia inornata,Prinia,Cisticolidae,Passeriformes,2025,11,14,22.506237,114.118188,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Phalacrocorax carbo,Phalacrocorax,Phalacrocoracidae,Suliformes,2025,11,15,22.521477,113.979294,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ficedula mugimaki,Ficedula,Muscicapidae,Passeriformes,2025,11,16,22.678543,113.850296,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Nycticorax nycticorax,Nycticorax,Ardeidae,Pelecaniformes,2025,11,15,22.488286,114.042178,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pericrocotus divaricatus,Pericrocotus,Campephagidae,Passeriformes,2025,11,15,22.67288,113.848553,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Copsychus saularis,Copsychus,Muscicapidae,Passeriformes,2025,11,14,22.450428,114.179313,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Emberiza aureola,Emberiza,Emberizidae,Passeriformes,2025,11,8,22.509876,114.113333,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anas crecca,Anas,Anatidae,Anseriformes,2025,11,8,22.509555,114.11356,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Buteo japonicus,Buteo,Accipitridae,Accipitriformes,2025,11,14,22.509976,114.031855,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gallinula chloropus,Gallinula,Rallidae,Gruiformes,2025,11,15,22.509526,114.113054,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lonchura punctulata,Lonchura,Estrildidae,Passeriformes,2025,11,8,22.508965,114.113071,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla tschutschensis,Motacilla,Motacillidae,Passeriformes,2025,11,9,22.509285,114.113563,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gracupica nigricollis,Gracupica,Sturnidae,Passeriformes,2025,11,14,22.450158,114.18048,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Garrulax perspicillatus,Garrulax,Leiothrichidae,Passeriformes,2025,11,14,22.45017,114.179841,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Amaurornis phoenicurus,Amaurornis,Rallidae,Gruiformes,2025,11,9,22.505438,114.112092,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa erythropus,Tringa,Scolopacidae,Charadriiformes,2025,11,15,22.50435,114.118878,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Emberiza aureola,Emberiza,Emberizidae,Passeriformes,2025,11,15,22.508515,114.113368,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa glareola,Tringa,Scolopacidae,Charadriiformes,2025,11,8,22.510683,114.114477,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Passer montanus,Passer,Passeridae,Passeriformes,2025,11,14,22.506961,114.118931,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Garrulus glandarius,Garrulus,Corvidae,Passeriformes,2025,11,15,22.673922,113.848962,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa stagnatilis,Tringa,Scolopacidae,Charadriiformes,2025,11,7,22.509637,114.115143,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus sinensis,Pycnonotus,Pycnonotidae,Passeriformes,2025,11,14,22.450986,114.180698,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Apus nipalensis,Apus,Apodidae,Apodiformes,2025,11,14,22.51174,114.03886,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Monticola gularis,Monticola,Muscicapidae,Passeriformes,2025,11,19,22.594839,113.859269,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla tschutschensis,Motacilla,Motacillidae,Passeriformes,2025,11,19,22.5063,114.118202,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Scolopax rusticola,Scolopax,Scolopacidae,Charadriiformes,2025,11,16,22.676384,113.849022,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Calidris alpina,Calidris,Scolopacidae,Charadriiformes,2025,11,15,22.505484,114.119114,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Recurvirostra avosetta,Recurvirostra,Recurvirostridae,Charadriiformes,2025,11,19,22.507235,114.112294,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lonchura punctulata,Lonchura,Estrildidae,Passeriformes,2025,11,15,22.776889,113.963092,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Alcedo atthis,Alcedo,Alcedinidae,Coraciiformes,2025,11,14,22.510157,114.039214,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Saxicola stejnegeri,Saxicola,Muscicapidae,Passeriformes,2025,11,15,22.485608,114.035675,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Mareca penelope,Mareca,Anatidae,Anseriformes,2025,11,15,22.4879,114.038661,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Alcedo atthis,Alcedo,Alcedinidae,Coraciiformes,2025,11,8,22.509555,114.11356,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spatula querquedula,Spatula,Anatidae,Anseriformes,2025,11,18,22.510657,114.11333,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla alba,Motacilla,Motacillidae,Passeriformes,2025,11,8,22.510635,114.111222,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa glareola,Tringa,Scolopacidae,Charadriiformes,2025,11,9,22.509188,114.113158,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lonchura punctulata,Lonchura,Estrildidae,Passeriformes,2025,11,9,22.50836,114.112923,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anas acuta,Anas,Anatidae,Anseriformes,2025,11,9,22.518311,114.022598,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Calidris alpina,Calidris,Scolopacidae,Charadriiformes,2025,11,15,22.522187,113.983827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Coracina melaschistos,Coracina,Campephagidae,Passeriformes,2025,11,15,22.672968,113.84855,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spatula clypeata,Spatula,Anatidae,Anseriformes,2025,11,8,22.508965,114.113071,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Passer montanus,Passer,Passeridae,Passeriformes,2025,11,9,22.509297,114.11282,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Phalacrocorax carbo,Phalacrocorax,Phalacrocoracidae,Suliformes,2025,11,15,22.521401,113.978491,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Garrulax perspicillatus,Garrulax,Leiothrichidae,Passeriformes,2025,11,15,22.478792,114.011258,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Milvus migrans,Milvus,Accipitridae,Accipitriformes,2025,11,17,22.471141,114.010584,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Saxicola stejnegeri,Saxicola,Muscicapidae,Passeriformes,2025,11,9,22.50648,114.111678,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Mareca penelope,Mareca,Anatidae,Anseriformes,2025,11,17,22.506094,114.118218,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla alba,Motacilla,Motacillidae,Passeriformes,2025,11,9,22.508577,114.112859,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spatula clypeata,Spatula,Anatidae,Anseriformes,2025,11,8,22.50988,114.114026,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2025,11,13,22.470058,114.006583,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Milvus migrans,Milvus,Accipitridae,Accipitriformes,2025,11,15,22.475743,114.010542,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anthus hodgsoni,Anthus,Motacillidae,Passeriformes,2025,11,14,22.495065,114.105248,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Emberiza melanocephala,Emberiza,Emberizidae,Passeriformes,2025,11,7,22.508899,114.114184,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus jocosus,Pycnonotus,Pycnonotidae,Passeriformes,2025,11,14,22.450323,114.180401,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Saxicola stejnegeri,Saxicola,Muscicapidae,Passeriformes,2025,11,9,22.509069,114.112493,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla cinerea,Motacilla,Motacillidae,Passeriformes,2025,11,12,22.592406,114.19309,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2025,11,10,22.680805,114.201562,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2025,11,7,22.507411,114.111228,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Recurvirostra avosetta,Recurvirostra,Recurvirostridae,Charadriiformes,2025,11,15,22.504521,114.1187,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus jocosus,Pycnonotus,Pycnonotidae,Passeriformes,2025,11,13,22.525846,114.260906,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla tschutschensis,Motacilla,Motacillidae,Passeriformes,2025,11,9,22.509069,114.112493,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Emberiza pusilla,Emberiza,Emberizidae,Passeriformes,2025,11,9,22.509549,114.113286,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2025,11,17,22.493233,114.045211,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pericrocotus speciosus,Pericrocotus,Campephagidae,Passeriformes,2025,11,15,22.673362,113.848777,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Alcedo atthis,Alcedo,Alcedinidae,Coraciiformes,2025,11,15,22.681933,113.852235,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anas zonorhyncha,Anas,Anatidae,Anseriformes,2025,11,15,22.776819,113.96384,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lonchura punctulata,Lonchura,Estrildidae,Passeriformes,2025,11,9,22.509297,114.11282,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gracupica nigricollis,Gracupica,Sturnidae,Passeriformes,2025,11,14,22.450672,114.179492,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Mareca penelope,Mareca,Anatidae,Anseriformes,2025,11,15,22.509982,114.112549,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla tschutschensis,Motacilla,Motacillidae,Passeriformes,2025,11,9,22.510588,114.113113,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Copsychus saularis,Copsychus,Muscicapidae,Passeriformes,2025,11,14,22.450533,114.179313,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa nebularia,Tringa,Scolopacidae,Charadriiformes,2025,11,18,22.509651,114.115793,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Emberiza aureola,Emberiza,Emberizidae,Passeriformes,2025,11,15,22.504488,114.119223,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spatula clypeata,Spatula,Anatidae,Anseriformes,2025,11,8,22.508965,114.113071,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lonchura striata,Lonchura,Estrildidae,Passeriformes,2025,11,14,22.511481,114.038903,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Muscicapa latirostris,Muscicapa,Muscicapidae,Passeriformes,2025,11,14,22.494946,114.105453,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pericrocotus speciosus,Pericrocotus,Campephagidae,Passeriformes,2025,11,15,22.673019,113.848587,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Phalacrocorax carbo,Phalacrocorax,Phalacrocoracidae,Suliformes,2025,11,13,22.573604,114.276431,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spatula clypeata,Spatula,Anatidae,Anseriformes,2025,11,8,22.509555,114.11356,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea cinerea,Ardea,Ardeidae,Pelecaniformes,2025,11,8,22.510635,114.111222,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Milvus migrans,Milvus,Accipitridae,Accipitriformes,2025,11,15,22.673084,113.848582,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
