species,genus,family,order,year,month,day,decimalLatitude,decimalLongitude,locality,individualCount,basisOfRecord,datasetName,institutionCode
Phoenicurus auroreus,Phoenicurus,Muscicapidae,Passeriformes,2025,3,11,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Parus cinereus,Parus,Paridae,Passeriformes,2025,3,1,22.54286,114.05956,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea cinerea,Ardea,Ardeidae,Pelecaniformes,2025,3,11,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Acridotheres tristis,Acridotheres,Sturnidae,Passeriformes,2025,3,11,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pica serica,Pica,Corvidae,Passeriformes,2025,3,11,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Mareca penelope,Mareca,Anatidae,Anseriformes,2025,3,11,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus sinensis,Pycnonotus,Pycnonotidae,Passeriformes,2025,3,9,22.747055,113.958288,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla tschutschensis,Motacilla,Motacillidae,Passeriformes,2025,3,7,22.503965,114.069012,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Saxicola stejnegeri,Saxicola,Muscicapidae,Passeriformes,2025,3,16,22.589119,114.280586,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla alba,Motacilla,Motacillidae,Passeriformes,2025,3,9,22.505215,114.110388,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Falco peregrinus,Falco,Falconidae,Falconiformes,2025,3,8,22.534334,113.999395,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2025,3,9,22.505215,114.110388,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Phoenicurus auroreus,Phoenicurus,Muscicapidae,Passeriformes,2025,3,16,22.726743,113.97608,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Columba livia,Columba,Columbidae,Columbiformes,2025,3,9,22.505215,114.110388,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Columba livia,Columba,Columbidae,Columbiformes,2025,3,9,22.505215,114.110388,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Garrulax chinensis,Garrulax,Leiothrichidae,Passeriformes,2025,3,15,22.661108,113.981458,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Parus minor,Parus,Paridae,Passeriformes,2025,3,11,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa glareola,Tringa,Scolopacidae,Charadriiformes,2025,3,9,22.505215,114.110388,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Acridotheres tristis,Acridotheres,Sturnidae,Passeriformes,2025,3,9,22.505215,114.110388,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla tschutschensis,Motacilla,Motacillidae,Passeriformes,2025,3,9,22.505215,114.110388,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Eumyias thalassinus,Eumyias,Muscicapidae,Passeriformes,2025,3,15,22.662325,113.979932,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla alba,Motacilla,Motacillidae,Passeriformes,2025,3,15,22.809739,113.758686,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gallinula chloropus,Gallinula,Rallidae,Gruiformes,2025,3,9,22.505215,114.110388,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Saxicola stejnegeri,Saxicola,Muscicapidae,Passeriformes,2025,3,9,22.505215,114.110388,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anthus cervinus,Anthus,Motacillidae,Passeriformes,2025,3,9,22.505215,114.110388,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa glareola,Tringa,Scolopacidae,Charadriiformes,2025,3,9,22.505215,114.110388,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa glareola,Tringa,Scolopacidae,Charadriiformes,2025,3,9,22.505215,114.110388,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Eumyias thalassinus,Eumyias,Muscicapidae,Passeriformes,2025,3,12,22.663432,113.98068,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla alba,Motacilla,Motacillidae,Passeriformes,2025,3,15,22.470832,114.005811,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Luscinia calliope,Luscinia,Muscicapidae,Passeriformes,2025,3,1,22.682178,113.853026,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2025,3,9,22.505215,114.110388,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Amaurornis phoenicurus,Amaurornis,Rallidae,Gruiformes,2025,3,2,22.471022,114.00609,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea alba,Ardea,Ardeidae,Pelecaniformes,2025,3,6,22.450162,114.175275,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lanius bucephalus,Lanius,Laniidae,Passeriformes,2025,3,12,22.663545,113.980762,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Hirundo rustica,Hirundo,Hirundinidae,Passeriformes,2025,3,15,22.776175,113.959793,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Rallus indicus,Rallus,Rallidae,Gruiformes,2025,3,17,22.509131,114.112615,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pericrocotus speciosus,Pericrocotus,Campephagidae,Passeriformes,2025,3,15,22.662249,113.982305,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spatula clypeata,Spatula,Anatidae,Anseriformes,2025,3,2,22.472514,114.007028,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2025,3,15,22.56115,114.142808,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Prinia inornata,Prinia,Cisticolidae,Passeriformes,2025,3,11,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2025,3,11,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Dicrurus hottentottus,Dicrurus,Dicruridae,Passeriformes,2025,3,12,22.66302,113.980255,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lanius bucephalus,Lanius,Laniidae,Passeriformes,2025,3,15,22.662248,113.980896,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Aethopyga christinae,Aethopyga,Nectariniidae,Passeriformes,2025,3,1,22.674511,113.850237,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spodiopsar sericeus,Spodiopsar,Sturnidae,Passeriformes,2025,3,16,22.509059,114.114339,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Copsychus saularis,Copsychus,Muscicapidae,Passeriformes,2025,3,15,22.662709,113.980856,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Garrulax pectoralis,Garrulax,Leiothrichidae,Passeriformes,2025,3,11,22.581611,114.205166,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus sinensis,Pycnonotus,Pycnonotidae,Passeriformes,2025,3,11,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Dicrurus macrocercus,Dicrurus,Dicruridae,Passeriformes,2025,3,11,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lanius schach,Lanius,Laniidae,Passeriformes,2025,3,16,22.773101,113.964667,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Recurvirostra avosetta,Recurvirostra,Recurvirostridae,Charadriiformes,2025,3,2,22.469742,114.009194,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lanius schach,Lanius,Laniidae,Passeriformes,2025,3,16,22.780676,113.961119,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Halcyon pileata,Halcyon,Alcedinidae,Coraciiformes,2025,3,16,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2025,3,15,22.56271,114.145276,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Prinia inornata,Prinia,Cisticolidae,Passeriformes,2025,3,16,22.509664,114.113255,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2025,3,9,22.505215,114.110388,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Saxicola stejnegeri,Saxicola,Muscicapidae,Passeriformes,2025,3,9,22.505215,114.110388,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa glareola,Tringa,Scolopacidae,Charadriiformes,2025,3,9,22.505215,114.110388,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2025,3,9,22.505215,114.110388,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Dicrurus leucophaeus,Dicrurus,Dicruridae,Passeriformes,2025,3,12,22.66302,113.980255,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spatula clypeata,Spatula,Anatidae,Anseriformes,2025,3,11,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lonchura punctulata,Lonchura,Estrildidae,Passeriformes,2025,3,11,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Dicaeum ignipectus,Dicaeum,Dicaeidae,Passeriformes,2025,3,2,22.630945,114.253353,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus jocosus,Pycnonotus,Pycnonotidae,Passeriformes,2025,3,15,22.662054,113.979723,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Garrulus glandarius,Garrulus,Corvidae,Passeriformes,2025,3,15,22.662305,113.98172,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla alba,Motacilla,Motacillidae,Passeriformes,2025,3,16,22.779832,113.963079,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa stagnatilis,Tringa,Scolopacidae,Charadriiformes,2025,3,16,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2025,3,16,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Melopsittacus undulatus,Melopsittacus,Psittacidae,Psittaciformes,2025,3,16,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Phalacrocorax carbo,Phalacrocorax,Phalacrocoracidae,Suliformes,2025,3,1,22.521069,113.995172,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anthus richardi,Anthus,Motacillidae,Passeriformes,2025,3,5,22.776001,113.959663,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gracupica nigricollis,Gracupica,Sturnidae,Passeriformes,2025,3,8,22.569488,114.121605,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Chroicocephalus ridibundus,Chroicocephalus,Laridae,Charadriiformes,2025,3,16,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Alcedo atthis,Alcedo,Alcedinidae,Coraciiformes,2025,3,8,22.569208,114.119653,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Actitis hypoleucos,Actitis,Scolopacidae,Charadriiformes,2025,3,16,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa totanus,Tringa,Scolopacidae,Charadriiformes,2025,3,16,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Phalacrocorax carbo,Phalacrocorax,Phalacrocoracidae,Suliformes,2025,3,16,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tachybaptus ruficollis,Tachybaptus,Podicipedidae,Podicipediformes,2025,3,16,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Charadrius veredus,Charadrius,Charadriidae,Charadriiformes,2025,3,19,22.781887,113.963977,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pluvialis fulva,Pluvialis,Charadriidae,Charadriiformes,2025,3,10,22.512058,113.950744,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Chroicocephalus ridibundus,Chroicocephalus,Laridae,Charadriiformes,2025,3,16,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lanius schach,Lanius,Laniidae,Passeriformes,2025,3,16,22.776928,113.961831,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Charadrius veredus,Charadrius,Charadriidae,Charadriiformes,2025,3,19,22.775676,113.963607,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spodiopsar sericeus,Spodiopsar,Sturnidae,Passeriformes,2025,3,17,22.509907,114.113165,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Eudynamys scolopaceus,Eudynamys,Cuculidae,Cuculiformes,2025,3,16,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2025,3,16,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Myophonus caeruleus,Myophonus,Muscicapidae,Passeriformes,2025,3,8,22.678922,113.850511,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Recurvirostra avosetta,Recurvirostra,Recurvirostridae,Charadriiformes,2025,3,16,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Platalea minor,Platalea,Threskiornithidae,Pelecaniformes,2025,3,16,22.597245,114.100904,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Aythya fuligula,Aythya,Anatidae,Anseriformes,2025,3,1,22.524993,114.00963,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Corvus torquatus,Corvus,Corvidae,Passeriformes,2025,3,16,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2025,3,16,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Phoenicurus auroreus,Phoenicurus,Muscicapidae,Passeriformes,2025,3,19,22.452252,114.1868,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea cinerea,Ardea,Ardeidae,Pelecaniformes,2025,3,16,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Melopsittacus undulatus,Melopsittacus,Psittacidae,Psittaciformes,2025,3,20,22.512988,113.947272,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anthus hodgsoni,Anthus,Motacillidae,Passeriformes,2025,3,9,22.677286,113.842854,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lanius schach,Lanius,Laniidae,Passeriformes,2025,3,20,22.515057,113.954819,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Amaurornis phoenicurus,Amaurornis,Rallidae,Gruiformes,2025,3,16,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gracupica nigricollis,Gracupica,Sturnidae,Passeriformes,2025,3,20,22.521735,113.978618,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spilopelia chinensis,Spilopelia,Columbidae,Columbiformes,2025,3,16,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Chroicocephalus ridibundus,Chroicocephalus,Laridae,Charadriiformes,2025,3,16,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea alba,Ardea,Ardeidae,Pelecaniformes,2025,3,20,22.512098,113.954376,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Eudynamys scolopaceus,Eudynamys,Cuculidae,Cuculiformes,2025,3,20,22.500164,113.953806,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Parus cinereus,Parus,Paridae,Passeriformes,2025,3,20,22.505421,113.954018,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Xenus cinereus,Xenus,Scolopacidae,Charadriiformes,2025,3,16,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Cacomantis merulinus,Cacomantis,Cuculidae,Cuculiformes,2025,3,16,22.778322,113.963417,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla cinerea,Motacilla,Motacillidae,Passeriformes,2025,3,16,22.778781,113.959732,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Charadrius alexandrinus,Charadrius,Charadriidae,Charadriiformes,2025,3,10,22.512058,113.950401,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Chloris sinica,Chloris,Fringillidae,Passeriformes,2025,3,16,22.769554,113.956497,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Mareca penelope,Mareca,Anatidae,Anseriformes,2025,3,20,22.518363,113.824614,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Chroicocephalus ridibundus,Chroicocephalus,Laridae,Charadriiformes,2025,3,16,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Chroicocephalus ridibundus,Chroicocephalus,Laridae,Charadriiformes,2025,3,16,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2025,3,20,22.539864,113.812897,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Acridotheres cristatellus,Acridotheres,Sturnidae,Passeriformes,2025,3,20,22.514421,113.88611,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Chroicocephalus ridibundus,Chroicocephalus,Laridae,Charadriiformes,2025,3,20,22.579932,113.994457,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Xenus cinereus,Xenus,Scolopacidae,Charadriiformes,2025,3,16,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Phalacrocorax carbo,Phalacrocorax,Phalacrocoracidae,Suliformes,2025,3,20,22.569144,113.858474,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Chroicocephalus ridibundus,Chroicocephalus,Laridae,Charadriiformes,2025,3,20,22.471925,113.902677,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Chroicocephalus ridibundus,Chroicocephalus,Laridae,Charadriiformes,2025,3,20,22.552716,113.962294,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla alba,Motacilla,Motacillidae,Passeriformes,2025,3,20,22.47,114.19,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus sinensis,Pycnonotus,Pycnonotidae,Passeriformes,2025,3,20,22.588124,113.991803,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lanius cristatus,Lanius,Laniidae,Passeriformes,2025,3,21,22.547244,114.07848,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Chroicocephalus ridibundus,Chroicocephalus,Laridae,Charadriiformes,2025,3,20,22.465745,113.996251,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2025,3,20,22.466739,113.801772,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Chroicocephalus ridibundus,Chroicocephalus,Laridae,Charadriiformes,2025,3,20,22.493156,113.881522,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2025,3,20,22.521799,113.951761,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Chroicocephalus ridibundus,Chroicocephalus,Laridae,Charadriiformes,2025,3,16,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea alba,Ardea,Ardeidae,Pelecaniformes,2025,3,20,22.525519,114.0103,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pandion haliaetus,Pandion,Pandionidae,Accipitriformes,2025,3,20,22.514267,113.841969,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Mareca penelope,Mareca,Anatidae,Anseriformes,2025,3,20,22.474473,113.806139,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa ochropus,Tringa,Scolopacidae,Charadriiformes,2025,3,20,22.780714,113.961776,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa glareola,Tringa,Scolopacidae,Charadriiformes,2025,3,20,22.777836,113.964707,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Garrulax perspicillatus,Garrulax,Leiothrichidae,Passeriformes,2025,3,20,22.504881,113.954451,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Carpodacus erythrinus,Carpodacus,Fringillidae,Passeriformes,2025,3,20,22.784964,113.959528,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Recurvirostra avosetta,Recurvirostra,Recurvirostridae,Charadriiformes,2025,3,16,22.498764,114.045827,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Chloropsis hardwickii,Chloropsis,Chloropseidae,Passeriformes,2025,3,22,22.451352,114.300862,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Cacomantis merulinus,Cacomantis,Cuculidae,Cuculiformes,2025,3,20,22.786053,113.957463,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla alba,Motacilla,Motacillidae,Passeriformes,2025,3,22,22.691884,113.913402,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2025,3,22,22.690587,113.913527,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Corvus macrorhynchos,Corvus,Corvidae,Passeriformes,2025,3,21,22.641781,114.392926,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Mareca penelope,Mareca,Anatidae,Anseriformes,2025,3,22,22.487675,114.043345,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Buteo japonicus,Buteo,Accipitridae,Accipitriformes,2025,3,22,22.486188,114.037127,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Numenius phaeopus,Numenius,Scolopacidae,Charadriiformes,2025,3,22,22.499139,114.027546,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Larus fuscus,Larus,Laridae,Charadriiformes,2025,3,22,22.499135,114.027545,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Urocissa erythroryncha,Urocissa,Corvidae,Passeriformes,2025,3,22,22.535266,114.000481,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2025,3,22,22.691832,113.915733,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Eudynamys scolopaceus,Eudynamys,Cuculidae,Cuculiformes,2025,3,22,22.536558,114.003182,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spatula querquedula,Spatula,Anatidae,Anseriformes,2025,3,22,22.486754,114.035833,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Prinia flaviventris,Prinia,Cisticolidae,Passeriformes,2025,3,22,22.572841,113.964953,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Myophonus caeruleus,Myophonus,Muscicapidae,Passeriformes,2025,3,22,22.67476,113.850405,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Saxicola stejnegeri,Saxicola,Muscicapidae,Passeriformes,2025,3,22,22.690949,113.91523,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gallinula chloropus,Gallinula,Rallidae,Gruiformes,2025,3,22,22.612762,113.957618,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Hemixos castanonotus,Hemixos,Pycnonotidae,Passeriformes,2025,3,22,22.671459,113.846574,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gelochelidon nilotica,Gelochelidon,Laridae,Charadriiformes,2025,3,22,22.499135,114.027545,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spatula clypeata,Spatula,Anatidae,Anseriformes,2025,3,22,22.486961,114.042143,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Sturnia sinensis,Sturnia,Sturnidae,Passeriformes,2025,3,22,22.496744,114.05046,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Phylloscopus proregulus,Phylloscopus,Phylloscopidae,Passeriformes,2025,3,22,22.672357,113.848337,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Myophonus caeruleus,Myophonus,Muscicapidae,Passeriformes,2025,3,22,22.540334,114.006233,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2025,3,22,22.691743,113.91262,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spatula clypeata,Spatula,Anatidae,Anseriformes,2025,3,22,22.498827,114.026445,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ixos mcclellandii,Ixos,Pycnonotidae,Passeriformes,2025,3,22,22.679254,113.851702,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Chroicocephalus ridibundus,Chroicocephalus,Laridae,Charadriiformes,2025,3,20,22.524803,113.997645,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea cinerea,Ardea,Ardeidae,Pelecaniformes,2025,3,20,22.454476,113.999118,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus jocosus,Pycnonotus,Pycnonotidae,Passeriformes,2025,3,20,22.565326,113.993725,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Garrulax perspicillatus,Garrulax,Leiothrichidae,Passeriformes,2025,3,20,22.465133,113.908841,,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
